21_14_27_037997_LED_show_letter_js,0:00:03.011408,5.117,280.033,1441.479
21_15_03_480919_LED_show_letter_js,0:00:03.006793,5.117,281.323,1442.557
21_15_39_887998_LED_show_letter_js,0:00:03.029100,5.117,281.209,1434.864
21_16_16_333694_LED_show_letter_js,0:00:03.023648,5.116,280.110,1438.759
21_16_52_775217_LED_show_letter_js,0:00:03.014301,5.116,281.232,1436.181
21_17_29_228550_LED_show_letter_js,0:00:03.004310,5.115,285.535,1452.766
21_18_05_630259_LED_show_letter_js,0:00:03.037089,5.117,280.875,1435.689
21_18_42_076226_LED_show_letter_js,0:00:03.028443,5.116,280.942,1434.268
21_19_18_524277_LED_show_letter_js,0:00:03.019455,5.117,280.149,1438.899
21_19_54_964143_LED_show_letter_js,0:00:03.013575,5.116,281.411,1433.386
