21_37_58_173216_save_record_sqlite3,0:00:02.365072,5.113,289.131,1481.753
21_38_02_178335_save_record_sqlite3,0:00:01.059627,5.119,262.380,1342.857
21_38_06_220004_save_record_sqlite3,0:00:01.041836,5.120,261.868,1339.265
21_38_10_279911_save_record_sqlite3,0:00:01.033664,5.119,261.330,1338.744
21_38_14_348967_save_record_sqlite3,0:00:01.047891,5.120,261.905,1341.518
21_38_18_396972_save_record_sqlite3,0:00:01.034327,5.120,261.889,1342.872
21_38_22_433696_save_record_sqlite3,0:00:01.032652,5.120,261.917,1336.516
21_38_26_496118_save_record_sqlite3,0:00:01.033714,5.120,261.767,1337.207
21_38_30_547745_save_record_sqlite3,0:00:01.033325,5.119,261.488,1343.286
21_38_34_601689_save_record_sqlite3,0:00:01.037347,5.119,261.839,1339.203
