21_14_01_539799_temperature_from_humidity_js,0:00:00.097667,5.116,285.697,1454.286
21_14_02_428336_temperature_from_humidity_js,0:00:00.098415,5.121,261.651,1339.048
21_14_03_316073_temperature_from_humidity_js,0:00:00.094945,5.122,261.563,1335.000
21_14_04_206117_temperature_from_humidity_js,0:00:00.097923,5.121,263.411,1345.645
21_14_05_093879_temperature_from_humidity_js,0:00:00.097891,5.120,261.316,1336.492
21_14_05_981606_temperature_from_humidity_js,0:00:00.097809,5.122,261.480,1332.915
21_14_06_861140_temperature_from_humidity_js,0:00:00.100847,5.120,262.248,1334.833
21_14_07_759865_temperature_from_humidity_js,0:00:00.098789,5.122,261.205,1331.754
21_14_08_649180_temperature_from_humidity_js,0:00:00.097055,5.112,300.357,1536.376
21_14_09_536525_temperature_from_humidity_js,0:00:00.096919,5.122,260.471,1338.397
